2;0.000000
3;0.366204
4;0.693147
5;0.643775
6;0.895880
7;0.833961
8;1.039721
9;0.976544
10;0.921034
11;0.871962
12;1.035378
13;0.986519
14;1.131025
15;1.083220
16;1.039721
17;0.999958
18;1.124033
19;1.084793
20;1.198293
21;1.159818
22;1.124015
23;1.090607
24;1.191770
25;1.158795
26;1.127803
27;1.098612
28;1.071066
29;1.045023
30;1.133732
31;1.107738
32;1.191347
33;1.165503
34;1.140881
35;1.117395
36;1.094964
37;1.073516
38;1.148711
39;1.127250
40;1.106664
41;1.086899
42;1.156898
43;1.137107
44;1.204060
45;1.184295
46;1.165239
47;1.146852
48;1.209750
49;1.191374
50;1.173607
51;1.156419
52;1.139782
53;1.123668
54;1.181921
55;1.165770
56;1.150100
57;1.134892
58;1.120122
59;1.105773
60;1.160064
61;1.145653
62;1.198200
63;1.183753
64;1.169686
65;1.155984
66;1.142633
67;1.129619
68;1.178980
69;1.165913
70;1.153163
71;1.140717
72;1.187963
73;1.175468
74;1.221424
75;1.208897
76;1.196650
77;1.184674
78;1.172960
79;1.161499
80;1.205057
81;1.193554
82;1.182291
83;1.171259
84;1.213200
85;1.202129
86;1.191279
87;1.180642
88;1.170213
89;1.159985
90;1.199949
91;1.189677
92;1.179597
93;1.169703
94;1.159990
95;1.150453
96;1.141087
97;1.131887
98;1.169635
99;1.160384
100;1.151293
101;1.142357
102;1.178915
103;1.169932
104;1.205755
105;1.196733
106;1.187857
107;1.179125
108;1.213886
109;1.205117
110;1.239218
111;1.230418
112;1.221754
113;1.213223
114;1.246368
115;1.237808
116;1.229377
117;1.221070
118;1.212886
119;1.204821
120;1.196873
121;1.189039
122;1.181317
123;1.173704
124;1.166197
125;1.158795
126;1.151496
127;1.144296
128;1.175101
129;1.167862
130;1.160720
131;1.153673
132;1.183710
133;1.176625
134;1.169633
135;1.162732
136;1.155919
137;1.149193
138;1.178256
139;1.171494
140;1.200113
141;1.193318
142;1.186606
143;1.179977
144;1.173428
145;1.166958
146;1.160566
147;1.154250
148;1.148008
149;1.141840
150;1.169148
151;1.162946
152;1.189866
153;1.183632
154;1.177469
155;1.171376
156;1.165351
157;1.159394
158;1.185544
159;1.179556
160;1.173634
161;1.167776
162;1.161982
163;1.156250
164;1.181676
165;1.175915
166;1.170214
167;1.164573
168;1.189492
169;1.183823
170;1.178213
171;1.172660
172;1.167164
173;1.161725
174;1.185990
175;1.180523
176;1.175110
177;1.169751
178;1.164446
179;1.159192
180;1.182840
181;1.177560
182;1.200925
183;1.195620
184;1.190366
185;1.185162
186;1.180007
187;1.174901
188;1.169843
189;1.164833
190;1.159868
191;1.154950
192;1.177460
193;1.172516
194;1.194772
195;1.189805
196;1.184883
197;1.180005
198;1.201879
199;1.196978
200;1.218613
201;1.213692
202;1.208813
203;1.203978
204;1.199184
205;1.194432
206;1.189720
207;1.185049
208;1.180417
209;1.175825
210;1.171271
211;1.166756
212;1.187545
213;1.183008
214;1.178509
215;1.174046
216;1.169621
217;1.165231
218;1.160877
219;1.156559
220;1.152275
221;1.148026
222;1.143810
223;1.139628
224;1.159638
225;1.155435
226;1.151264
227;1.147126
228;1.166833
229;1.162674
230;1.182191
231;1.178012
232;1.173866
233;1.169751
234;1.188980
235;1.184846
236;1.180743
237;1.176671
238;1.172629
239;1.168618
240;1.187472
241;1.183442
242;1.202123
243;1.198075
244;1.194057
245;1.190068
246;1.186108
247;1.182176
248;1.178273
249;1.174398
250;1.170550
251;1.166729
252;1.184878
253;1.181040
254;1.177229
255;1.173444
256;1.169686
257;1.165954
258;1.183770
259;1.180021
260;1.176298
261;1.172600
262;1.168927
263;1.165279
264;1.182777
265;1.179113
266;1.175473
267;1.171857
268;1.168266
269;1.164698
270;1.181889
271;1.178305
272;1.195355
273;1.191756
274;1.188180
275;1.184628
276;1.181099
277;1.177592
278;1.194351
279;1.190830
280;1.187331
281;1.183854
282;1.200406
283;1.196915
284;1.213336
285;1.209831
286;1.206348
287;1.202886
288;1.199446
289;1.196028
290;1.192630
291;1.189253
292;1.185897
293;1.182562
294;1.198578
295;1.195229
296;1.191900
297;1.188591
298;1.185301
299;1.182032
300;1.178782
301;1.175551
302;1.172339
303;1.169147
304;1.165973
305;1.162817
306;1.159681
307;1.156562
308;1.172066
309;1.168934
310;1.165820
311;1.162723
312;1.178052
313;1.174943
314;1.190161
315;1.187039
316;1.183934
317;1.180847
318;1.195897
319;1.192798
320;1.189716
321;1.186651
322;1.183604
323;1.180573
324;1.177559
325;1.174561
326;1.171580
327;1.168616
328;1.165667
329;1.162735
330;1.159819
331;1.156918
332;1.171518
333;1.168605
334;1.165708
335;1.162826
336;1.159960
337;1.157108
338;1.171500
339;1.168637
340;1.165789
341;1.162956
342;1.160138
343;1.157334
344;1.154545
345;1.151771
346;1.149011
347;1.146265
348;1.160350
349;1.157593
350;1.171587
351;1.168818
352;1.166063
353;1.163322
354;1.177175
355;1.174424
356;1.171686
357;1.168961
358;1.166251
359;1.163554
360;1.177221
361;1.174513
362;1.171819
363;1.169138
364;1.166470
365;1.163815
366;1.161174
367;1.158545
368;1.171984
369;1.169345
370;1.166718
371;1.164104
372;1.161503
373;1.158915
374;1.172179
375;1.169580
376;1.166994
377;1.164419
378;1.161858
379;1.159308
380;1.172402
381;1.169842
382;1.167295
383;1.164759
384;1.177731
385;1.175186
386;1.172652
387;1.170130
388;1.167620
389;1.165121
390;1.177932
391;1.175423
392;1.172926
393;1.170441
394;1.167967
395;1.165504
396;1.163053
397;1.160612
398;1.173224
399;1.170774
400;1.168336
401;1.165908
402;1.178407
403;1.175970
404;1.173544
405;1.171129
406;1.168724
407;1.166330
408;1.163946
409;1.161573
410;1.173884
411;1.171502
412;1.169131
413;1.166770
414;1.164419
415;1.162078
416;1.159747
417;1.157427
418;1.155116
419;1.152815
420;1.164906
421;1.162597
422;1.174622
423;1.172304
424;1.169996
425;1.167697
426;1.165409
427;1.163129
428;1.160860
429;1.158600
430;1.156350
431;1.154109
432;1.165924
433;1.163675
434;1.175428
435;1.173170
436;1.170922
437;1.168683
438;1.166453
439;1.164232
440;1.175854
441;1.173625
442;1.171406
443;1.169195
444;1.180723
445;1.178504
446;1.176295
447;1.174094
448;1.171902
449;1.169719
450;1.181121
451;1.178931
452;1.176749
453;1.174575
454;1.172411
455;1.170255
456;1.168107
457;1.165968
458;1.177215
459;1.175068
460;1.172930
461;1.170800
462;1.181959
463;1.179822
464;1.190926
465;1.188781
466;1.186645
467;1.184517
468;1.195536
469;1.193401
470;1.191274
471;1.189155
472;1.187045
473;1.184942
474;1.182848
475;1.180761
476;1.178683
477;1.176612
478;1.174549
479;1.172494
480;1.183309
481;1.181247
482;1.179193
483;1.177146
484;1.175107
485;1.173076
486;1.171052
487;1.169036
488;1.179712
489;1.177689
490;1.175673
491;1.173665
492;1.184262
493;1.182247
494;1.180240
495;1.178239
496;1.176246
497;1.174260
498;1.172282
499;1.170311
500;1.180776
501;1.178798
502;1.176827
503;1.174863
504;1.185253
505;1.183282
506;1.181319
507;1.179363
508;1.177414
509;1.175472
510;1.185760
